Sat 24 Dec 2022 07:18:46 PM KST
NODELIST=agi1
MASTER_ADDR=agi1
conda 22.11.0
Python 3.10.8
Vit is used
[INFO] main.py:39 > Namespace(mode='L2P', dataset='cifar100', n_tasks=10, n=50, m=10, rnd_seed=1, memory_size=2000, log_path='results', model_name='vit', opt_name='sgd', sched_name='cos', batchsize=16, n_worker=0, lr=0.03, init_model=False, init_opt=False, topk=1, use_amp=True, transforms=['cutmix', 'autoaug'], gpu_transform=True, reg_coef=100, data_dir='/local_datasets/puridiver/cifar100', debug=False, note='[L2P_K]_iblurry_cifar100_3epoch', eval_period=100, temp_batchsize=None, online_iter=3.0, num_gpus=1, workers_per_gpu=1, imp_update_period=1, lr_step=0.95, lr_length=10, lr_period=10, memory_epoch=256, distilling=True, agem_batch=240, mir_cands=50)
[INFO] main.py:48 > Set the device (cuda)
[INFO] main.py:94 > Using train-transforms Compose(
    RandomCrop(size=(32, 32), padding=4)
    RandomHorizontalFlip(p=0.5)
    AutoAugment(policy=AutoAugmentPolicy.CIFAR10, fill=None)
    ConvertImageDtype()
    Normalize(mean=(0.5071, 0.4867, 0.4408), std=(0.2675, 0.2565, 0.2761))
)
[INFO] main.py:104 > [1] Select a CIL method (L2P)
[INFO] main.py:110 > [2] Incrementally training 10 tasks

##################################################
# Task 0 iteration
##################################################

[INFO] main.py:123 > [2-1] Prepare a datalist for the current task
[INFO] L2P_kearney.py:534 > Train | Sample # 8 | train_loss 10.6251 | train_acc 0.5312 | lr 0.012074 | running_time 0:00:02 | ETA 4:05:34
[INFO] L2P_kearney.py:534 > Train | Sample # 29832 | train_loss 1.0096 | train_acc 0.7682 | lr 0.021146 | running_time 5:51:12 | ETA 3:57:26
[INFO] L2P_kearney.py:534 > Train | Sample # 29840 | train_loss 0.6763 | train_acc 0.8880 | lr 0.021131 | running_time 5:51:14 | ETA 3:57:17
[INFO] L2P_kearney.py:534 > Train | Sample # 29848 | train_loss 0.9910 | train_acc 0.7630 | lr 0.021115 | running_time 5:51:16 | ETA 3:57:09
[INFO] L2P_kearney.py:534 > Train | Sample # 29856 | train_loss 0.7141 | train_acc 0.8698 | lr 0.021099 | running_time 5:51:17 | ETA 3:57:01
[INFO] L2P_kearney.py:534 > Train | Sample # 29864 | train_loss 1.3344 | train_acc 0.7474 | lr 0.021083 | running_time 5:51:19 | ETA 3:56:53
[INFO] L2P_kearney.py:534 > Train | Sample # 29872 | train_loss 1.1740 | train_acc 0.7995 | lr 0.021067 | running_time 5:51:21 | ETA 3:56:44
[INFO] L2P_kearney.py:534 > Train | Sample # 29880 | train_loss 0.5167 | train_acc 0.8672 | lr 0.021052 | running_time 5:51:23 | ETA 3:56:36
[INFO] L2P_kearney.py:534 > Train | Sample # 29888 | train_loss 1.0236 | train_acc 0.7526 | lr 0.021036 | running_time 5:51:25 | ETA 3:56:28
[INFO] L2P_kearney.py:534 > Train | Sample # 29896 | train_loss 0.8526 | train_acc 0.7839 | lr 0.021020 | running_time 5:51:26 | ETA 3:56:20
[INFO] L2P_kearney.py:544 > Test | Sample # 29900 | test_loss 1.2023 | test_acc 0.7296 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 29904 | train_loss 0.8811 | train_acc 0.7604 | lr 0.021004 | running_time 5:52:25 | ETA 3:56:50
[INFO] L2P_kearney.py:534 > Train | Sample # 29912 | train_loss 0.7133 | train_acc 0.8932 | lr 0.020988 | running_time 5:52:27 | ETA 3:56:42
[INFO] L2P_kearney.py:534 > Train | Sample # 29920 | train_loss 1.1922 | train_acc 0.6823 | lr 0.020973 | running_time 5:52:29 | ETA 3:56:33
[INFO] L2P_kearney.py:534 > Train | Sample # 29928 | train_loss 1.3664 | train_acc 0.7188 | lr 0.020957 | running_time 5:52:31 | ETA 3:56:25
[INFO] L2P_kearney.py:534 > Train | Sample # 29936 | train_loss 0.9995 | train_acc 0.8073 | lr 0.020941 | running_time 5:52:33 | ETA 3:56:17
[INFO] L2P_kearney.py:534 > Train | Sample # 29944 | train_loss 0.5628 | train_acc 0.8958 | lr 0.020925 | running_time 5:52:34 | ETA 3:56:09
[INFO] L2P_kearney.py:534 > Train | Sample # 29952 | train_loss 0.9395 | train_acc 0.8307 | lr 0.020909 | running_time 5:52:36 | ETA 3:56:01
[INFO] L2P_kearney.py:534 > Train | Sample # 29960 | train_loss 0.6072 | train_acc 0.8776 | lr 0.020893 | running_time 5:52:38 | ETA 3:55:52
[INFO] L2P_kearney.py:534 > Train | Sample # 29968 | train_loss 0.6521 | train_acc 0.8698 | lr 0.020877 | running_time 5:52:40 | ETA 3:55:44
[INFO] L2P_kearney.py:534 > Train | Sample # 29976 | train_loss 0.6946 | train_acc 0.8021 | lr 0.020862 | running_time 5:52:42 | ETA 3:55:36
[INFO] L2P_kearney.py:534 > Train | Sample # 29984 | train_loss 0.9075 | train_acc 0.8203 | lr 0.020846 | running_time 5:52:43 | ETA 3:55:28
[INFO] L2P_kearney.py:534 > Train | Sample # 29992 | train_loss 0.8480 | train_acc 0.8203 | lr 0.020830 | running_time 5:52:45 | ETA 3:55:19
[INFO] L2P_kearney.py:534 > Train | Sample # 30000 | train_loss 1.0831 | train_acc 0.8073 | lr 0.020814 | running_time 5:52:47 | ETA 3:55:11
[INFO] L2P_kearney.py:544 > Test | Sample # 30000 | test_loss 1.1959 | test_acc 0.7331 | 
[INFO] L2P_kearney.py:544 > Test | Sample # 30000 | test_loss 1.1903 | test_acc 0.7331 | 
[INFO] main.py:147 > [2-4] Update the information for the current task
[INFO] main.py:151 > [2-5] Report task result

##################################################
# Task 6 iteration
##################################################

[INFO] main.py:123 > [2-1] Prepare a datalist for the current task
[INFO] L2P_kearney.py:534 > Train | Sample # 30008 | train_loss 1.3443 | train_acc 0.7318 | lr 0.020798 | running_time 5:54:43 | ETA 3:56:19
[INFO] L2P_kearney.py:534 > Train | Sample # 30016 | train_loss 1.1375 | train_acc 0.7656 | lr 0.020782 | running_time 5:54:45 | ETA 3:56:11
[INFO] L2P_kearney.py:534 > Train | Sample # 30024 | train_loss 1.5161 | train_acc 0.6953 | lr 0.020766 | running_time 5:54:47 | ETA 3:56:03
[INFO] L2P_kearney.py:534 > Train | Sample # 30032 | train_loss 1.3558 | train_acc 0.6953 | lr 0.020750 | running_time 5:54:49 | ETA 3:55:55
[INFO] L2P_kearney.py:534 > Train | Sample # 30040 | train_loss 1.2075 | train_acc 0.7214 | lr 0.020734 | running_time 5:54:51 | ETA 3:55:46
[INFO] L2P_kearney.py:534 > Train | Sample # 30048 | train_loss 1.4575 | train_acc 0.6250 | lr 0.020718 | running_time 5:54:52 | ETA 3:55:38
[INFO] L2P_kearney.py:534 > Train | Sample # 30056 | train_loss 0.9238 | train_acc 0.8021 | lr 0.020702 | running_time 5:54:54 | ETA 3:55:30
[INFO] L2P_kearney.py:534 > Train | Sample # 30064 | train_loss 1.2530 | train_acc 0.7500 | lr 0.020686 | running_time 5:54:56 | ETA 3:55:22
[INFO] L2P_kearney.py:534 > Train | Sample # 30072 | train_loss 1.2725 | train_acc 0.7109 | lr 0.020670 | running_time 5:54:58 | ETA 3:55:13
[INFO] L2P_kearney.py:534 > Train | Sample # 30080 | train_loss 0.7792 | train_acc 0.8542 | lr 0.020654 | running_time 5:55:00 | ETA 3:55:05
[INFO] L2P_kearney.py:534 > Train | Sample # 30088 | train_loss 0.8626 | train_acc 0.8542 | lr 0.020638 | running_time 5:55:01 | ETA 3:54:57
[INFO] L2P_kearney.py:534 > Train | Sample # 30096 | train_loss 1.3231 | train_acc 0.7057 | lr 0.020622 | running_time 5:55:03 | ETA 3:54:49
[INFO] L2P_kearney.py:544 > Test | Sample # 30100 | test_loss 1.0543 | test_acc 0.7536 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 30104 | train_loss 1.3607 | train_acc 0.7578 | lr 0.020606 | running_time 5:56:06 | ETA 3:55:21
[INFO] L2P_kearney.py:534 > Train | Sample # 30112 | train_loss 1.1538 | train_acc 0.7943 | lr 0.020590 | running_time 5:56:08 | ETA 3:55:13
[INFO] L2P_kearney.py:534 > Train | Sample # 30120 | train_loss 1.0079 | train_acc 0.7604 | lr 0.020574 | running_time 5:56:10 | ETA 3:55:04
[INFO] L2P_kearney.py:534 > Train | Sample # 30128 | train_loss 1.1787 | train_acc 0.7500 | lr 0.020558 | running_time 5:56:11 | ETA 3:54:56
[INFO] L2P_kearney.py:534 > Train | Sample # 30136 | train_loss 1.2131 | train_acc 0.7760 | lr 0.020542 | running_time 5:56:13 | ETA 3:54:48
[INFO] L2P_kearney.py:534 > Train | Sample # 30144 | train_loss 0.8927 | train_acc 0.7969 | lr 0.020526 | running_time 5:56:15 | ETA 3:54:40
[INFO] L2P_kearney.py:534 > Train | Sample # 30152 | train_loss 0.8606 | train_acc 0.8359 | lr 0.020510 | running_time 5:56:17 | ETA 3:54:31
[INFO] L2P_kearney.py:534 > Train | Sample # 30160 | train_loss 0.9906 | train_acc 0.7943 | lr 0.020494 | running_time 5:56:19 | ETA 3:54:23
[INFO] L2P_kearney.py:534 > Train | Sample # 30168 | train_loss 0.9777 | train_acc 0.7891 | lr 0.020478 | running_time 5:56:20 | ETA 3:54:15
[INFO] L2P_kearney.py:534 > Train | Sample # 30176 | train_loss 1.0913 | train_acc 0.7578 | lr 0.020462 | running_time 5:56:22 | ETA 3:54:07
[INFO] L2P_kearney.py:534 > Train | Sample # 30184 | train_loss 1.2282 | train_acc 0.8047 | lr 0.020446 | running_time 5:56:24 | ETA 3:53:59
[INFO] L2P_kearney.py:534 > Train | Sample # 30192 | train_loss 1.1329 | train_acc 0.7135 | lr 0.020430 | running_time 5:56:26 | ETA 3:53:50
[INFO] L2P_kearney.py:534 > Train | Sample # 30200 | train_loss 0.8367 | train_acc 0.8255 | lr 0.020414 | running_time 5:56:28 | ETA 3:53:42
[INFO] L2P_kearney.py:544 > Test | Sample # 30200 | test_loss 1.0444 | test_acc 0.7665 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 30208 | train_loss 0.7769 | train_acc 0.8490 | lr 0.020398 | running_time 5:57:30 | ETA 3:54:14
[INFO] L2P_kearney.py:534 > Train | Sample # 30216 | train_loss 0.9177 | train_acc 0.8203 | lr 0.020382 | running_time 5:57:32 | ETA 3:54:06
[INFO] L2P_kearney.py:534 > Train | Sample # 30224 | train_loss 0.9227 | train_acc 0.7891 | lr 0.020366 | running_time 5:57:34 | ETA 3:53:57
[INFO] L2P_kearney.py:534 > Train | Sample # 30232 | train_loss 1.1796 | train_acc 0.8021 | lr 0.020349 | running_time 5:57:36 | ETA 3:53:49
[INFO] L2P_kearney.py:534 > Train | Sample # 30240 | train_loss 0.8191 | train_acc 0.8359 | lr 0.020333 | running_time 5:57:37 | ETA 3:53:41
[INFO] L2P_kearney.py:534 > Train | Sample # 30248 | train_loss 1.1970 | train_acc 0.7005 | lr 0.020317 | running_time 5:57:39 | ETA 3:53:33
[INFO] L2P_kearney.py:534 > Train | Sample # 30256 | train_loss 1.2888 | train_acc 0.7630 | lr 0.020301 | running_time 5:57:41 | ETA 3:53:24
[INFO] L2P_kearney.py:534 > Train | Sample # 30264 | train_loss 1.6137 | train_acc 0.6250 | lr 0.020285 | running_time 5:57:43 | ETA 3:53:16
[INFO] L2P_kearney.py:534 > Train | Sample # 30272 | train_loss 1.3499 | train_acc 0.7526 | lr 0.020269 | running_time 5:57:45 | ETA 3:53:08
[INFO] L2P_kearney.py:534 > Train | Sample # 30280 | train_loss 0.7321 | train_acc 0.8333 | lr 0.020253 | running_time 5:57:46 | ETA 3:53:00
[INFO] L2P_kearney.py:534 > Train | Sample # 30288 | train_loss 1.0352 | train_acc 0.7891 | lr 0.020236 | running_time 5:57:48 | ETA 3:52:52
[INFO] L2P_kearney.py:534 > Train | Sample # 30296 | train_loss 0.9513 | train_acc 0.7969 | lr 0.020220 | running_time 5:57:50 | ETA 3:52:43
[INFO] L2P_kearney.py:544 > Test | Sample # 30300 | test_loss 0.9915 | test_acc 0.7804 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 30304 | train_loss 1.1413 | train_acc 0.7995 | lr 0.020204 | running_time 5:58:53 | ETA 3:53:15
[INFO] L2P_kearney.py:534 > Train | Sample # 30312 | train_loss 1.2302 | train_acc 0.7786 | lr 0.020188 | running_time 5:58:54 | ETA 3:53:07
[INFO] L2P_kearney.py:534 > Train | Sample # 30320 | train_loss 1.1119 | train_acc 0.7917 | lr 0.020172 | running_time 5:58:56 | ETA 3:52:58
[INFO] L2P_kearney.py:534 > Train | Sample # 30328 | train_loss 1.0141 | train_acc 0.7812 | lr 0.020155 | running_time 5:58:58 | ETA 3:52:50
[INFO] L2P_kearney.py:534 > Train | Sample # 30336 | train_loss 1.1930 | train_acc 0.7630 | lr 0.020139 | running_time 5:59:00 | ETA 3:52:42
[INFO] L2P_kearney.py:534 > Train | Sample # 30344 | train_loss 0.8207 | train_acc 0.8750 | lr 0.020123 | running_time 5:59:02 | ETA 3:52:34
[INFO] L2P_kearney.py:534 > Train | Sample # 30352 | train_loss 0.7043 | train_acc 0.8333 | lr 0.020107 | running_time 5:59:03 | ETA 3:52:26
[INFO] L2P_kearney.py:534 > Train | Sample # 30360 | train_loss 1.3436 | train_acc 0.7552 | lr 0.020091 | running_time 5:59:05 | ETA 3:52:17
[INFO] L2P_kearney.py:534 > Train | Sample # 30368 | train_loss 1.2803 | train_acc 0.7604 | lr 0.020074 | running_time 5:59:07 | ETA 3:52:09
[INFO] L2P_kearney.py:534 > Train | Sample # 30376 | train_loss 1.0178 | train_acc 0.8073 | lr 0.020058 | running_time 5:59:09 | ETA 3:52:01
[INFO] L2P_kearney.py:534 > Train | Sample # 30384 | train_loss 1.3185 | train_acc 0.7865 | lr 0.020042 | running_time 5:59:11 | ETA 3:51:53
[INFO] L2P_kearney.py:534 > Train | Sample # 30392 | train_loss 1.0394 | train_acc 0.8594 | lr 0.020026 | running_time 5:59:12 | ETA 3:51:45
[INFO] L2P_kearney.py:534 > Train | Sample # 30400 | train_loss 1.4366 | train_acc 0.7109 | lr 0.020009 | running_time 5:59:14 | ETA 3:51:37
[INFO] L2P_kearney.py:544 > Test | Sample # 30400 | test_loss 0.9779 | test_acc 0.7727 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 30408 | train_loss 1.1794 | train_acc 0.7969 | lr 0.019993 | running_time 6:00:17 | ETA 3:52:08
[INFO] L2P_kearney.py:534 > Train | Sample # 30416 | train_loss 1.0985 | train_acc 0.7552 | lr 0.019977 | running_time 6:00:19 | ETA 3:51:59
[INFO] L2P_kearney.py:534 > Train | Sample # 30424 | train_loss 1.1421 | train_acc 0.8177 | lr 0.019960 | running_time 6:00:20 | ETA 3:51:51
[INFO] L2P_kearney.py:534 > Train | Sample # 30432 | train_loss 1.5568 | train_acc 0.6875 | lr 0.019944 | running_time 6:00:22 | ETA 3:51:43
[INFO] L2P_kearney.py:534 > Train | Sample # 30440 | train_loss 1.0327 | train_acc 0.8203 | lr 0.019928 | running_time 6:00:24 | ETA 3:51:35
[INFO] L2P_kearney.py:534 > Train | Sample # 30448 | train_loss 1.1184 | train_acc 0.7552 | lr 0.019912 | running_time 6:00:26 | ETA 3:51:27
[INFO] L2P_kearney.py:534 > Train | Sample # 30456 | train_loss 1.0122 | train_acc 0.7865 | lr 0.019895 | running_time 6:00:28 | ETA 3:51:19
[INFO] L2P_kearney.py:534 > Train | Sample # 30464 | train_loss 0.9097 | train_acc 0.7760 | lr 0.019879 | running_time 6:00:29 | ETA 3:51:10
[INFO] L2P_kearney.py:534 > Train | Sample # 30472 | train_loss 0.6105 | train_acc 0.8958 | lr 0.019863 | running_time 6:00:31 | ETA 3:51:02
[INFO] L2P_kearney.py:534 > Train | Sample # 30480 | train_loss 1.0388 | train_acc 0.8125 | lr 0.019846 | running_time 6:00:33 | ETA 3:50:54
[INFO] L2P_kearney.py:534 > Train | Sample # 30488 | train_loss 1.0343 | train_acc 0.8307 | lr 0.019830 | running_time 6:00:35 | ETA 3:50:46
[INFO] L2P_kearney.py:534 > Train | Sample # 30496 | train_loss 0.9860 | train_acc 0.8125 | lr 0.019814 | running_time 6:00:37 | ETA 3:50:38
[INFO] L2P_kearney.py:544 > Test | Sample # 30500 | test_loss 1.0903 | test_acc 0.7512 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 30504 | train_loss 1.2228 | train_acc 0.7526 | lr 0.019797 | running_time 6:01:39 | ETA 3:51:09
[INFO] L2P_kearney.py:534 > Train | Sample # 30512 | train_loss 1.4276 | train_acc 0.6458 | lr 0.019781 | running_time 6:01:41 | ETA 3:51:00
[INFO] L2P_kearney.py:534 > Train | Sample # 30520 | train_loss 1.1601 | train_acc 0.7604 | lr 0.019765 | running_time 6:01:43 | ETA 3:50:52
[INFO] L2P_kearney.py:534 > Train | Sample # 30528 | train_loss 1.0602 | train_acc 0.7474 | lr 0.019748 | running_time 6:01:45 | ETA 3:50:44
[INFO] L2P_kearney.py:534 > Train | Sample # 30536 | train_loss 1.1537 | train_acc 0.7500 | lr 0.019732 | running_time 6:01:47 | ETA 3:50:36
[INFO] L2P_kearney.py:534 > Train | Sample # 30544 | train_loss 1.3300 | train_acc 0.7943 | lr 0.019715 | running_time 6:01:48 | ETA 3:50:28
[INFO] L2P_kearney.py:534 > Train | Sample # 30552 | train_loss 1.0398 | train_acc 0.7786 | lr 0.019699 | running_time 6:01:50 | ETA 3:50:20
[INFO] L2P_kearney.py:534 > Train | Sample # 30560 | train_loss 0.8053 | train_acc 0.8568 | lr 0.019683 | running_time 6:01:52 | ETA 3:50:11
[INFO] L2P_kearney.py:534 > Train | Sample # 30568 | train_loss 0.7844 | train_acc 0.8698 | lr 0.019666 | running_time 6:01:54 | ETA 3:50:03
[INFO] L2P_kearney.py:534 > Train | Sample # 30576 | train_loss 1.0372 | train_acc 0.7474 | lr 0.019650 | running_time 6:01:56 | ETA 3:49:55
[INFO] L2P_kearney.py:534 > Train | Sample # 30584 | train_loss 1.0391 | train_acc 0.8047 | lr 0.019633 | running_time 6:01:57 | ETA 3:49:47
[INFO] L2P_kearney.py:534 > Train | Sample # 30592 | train_loss 1.3822 | train_acc 0.7161 | lr 0.019617 | running_time 6:01:59 | ETA 3:49:39
[INFO] L2P_kearney.py:534 > Train | Sample # 30600 | train_loss 0.9039 | train_acc 0.8516 | lr 0.019601 | running_time 6:02:01 | ETA 3:49:31
[INFO] L2P_kearney.py:544 > Test | Sample # 30600 | test_loss 1.0649 | test_acc 0.7616 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 30608 | train_loss 1.2040 | train_acc 0.7109 | lr 0.019584 | running_time 6:03:04 | ETA 3:50:01
[INFO] L2P_kearney.py:534 > Train | Sample # 30616 | train_loss 0.6124 | train_acc 0.8958 | lr 0.019568 | running_time 6:03:06 | ETA 3:49:53
[INFO] L2P_kearney.py:534 > Train | Sample # 30624 | train_loss 0.8955 | train_acc 0.8229 | lr 0.019551 | running_time 6:03:07 | ETA 3:49:45
[INFO] L2P_kearney.py:534 > Train | Sample # 30632 | train_loss 1.4583 | train_acc 0.6849 | lr 0.019535 | running_time 6:03:09 | ETA 3:49:37
[INFO] L2P_kearney.py:534 > Train | Sample # 30640 | train_loss 0.9928 | train_acc 0.8177 | lr 0.019518 | running_time 6:03:11 | ETA 3:49:29
[INFO] L2P_kearney.py:534 > Train | Sample # 30648 | train_loss 1.2836 | train_acc 0.7786 | lr 0.019502 | running_time 6:03:13 | ETA 3:49:20
[INFO] L2P_kearney.py:534 > Train | Sample # 30656 | train_loss 1.0800 | train_acc 0.8203 | lr 0.019486 | running_time 6:03:15 | ETA 3:49:12
[INFO] L2P_kearney.py:534 > Train | Sample # 30664 | train_loss 1.0757 | train_acc 0.6927 | lr 0.019469 | running_time 6:03:16 | ETA 3:49:04
[INFO] L2P_kearney.py:534 > Train | Sample # 30672 | train_loss 0.9468 | train_acc 0.8073 | lr 0.019453 | running_time 6:03:18 | ETA 3:48:56
[INFO] L2P_kearney.py:534 > Train | Sample # 30680 | train_loss 1.3668 | train_acc 0.6927 | lr 0.019436 | running_time 6:03:20 | ETA 3:48:48
[INFO] L2P_kearney.py:534 > Train | Sample # 30688 | train_loss 1.1659 | train_acc 0.7474 | lr 0.019420 | running_time 6:03:22 | ETA 3:48:40
[INFO] L2P_kearney.py:534 > Train | Sample # 30696 | train_loss 0.9337 | train_acc 0.8333 | lr 0.019403 | running_time 6:03:24 | ETA 3:48:32
[INFO] L2P_kearney.py:544 > Test | Sample # 30700 | test_loss 1.0221 | test_acc 0.7652 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 30704 | train_loss 1.1690 | train_acc 0.8047 | lr 0.019387 | running_time 6:04:26 | ETA 3:49:02
[INFO] L2P_kearney.py:534 > Train | Sample # 30712 | train_loss 0.9761 | train_acc 0.8229 | lr 0.019370 | running_time 6:04:28 | ETA 3:48:54
[INFO] L2P_kearney.py:534 > Train | Sample # 30720 | train_loss 0.9719 | train_acc 0.8411 | lr 0.019354 | running_time 6:04:30 | ETA 3:48:45
[INFO] L2P_kearney.py:534 > Train | Sample # 30728 | train_loss 0.8889 | train_acc 0.8255 | lr 0.019337 | running_time 6:04:32 | ETA 3:48:37
[INFO] L2P_kearney.py:534 > Train | Sample # 30736 | train_loss 0.9920 | train_acc 0.7969 | lr 0.019321 | running_time 6:04:33 | ETA 3:48:29
[INFO] L2P_kearney.py:534 > Train | Sample # 30744 | train_loss 1.2760 | train_acc 0.7552 | lr 0.019304 | running_time 6:04:35 | ETA 3:48:21
[INFO] L2P_kearney.py:534 > Train | Sample # 30752 | train_loss 1.0800 | train_acc 0.8125 | lr 0.019287 | running_time 6:04:37 | ETA 3:48:13
[INFO] L2P_kearney.py:534 > Train | Sample # 30760 | train_loss 0.8792 | train_acc 0.8255 | lr 0.019271 | running_time 6:04:39 | ETA 3:48:05
[INFO] L2P_kearney.py:534 > Train | Sample # 30768 | train_loss 1.0725 | train_acc 0.7812 | lr 0.019254 | running_time 6:04:41 | ETA 3:47:57
[INFO] L2P_kearney.py:534 > Train | Sample # 30776 | train_loss 1.2938 | train_acc 0.7552 | lr 0.019238 | running_time 6:04:42 | ETA 3:47:49
[INFO] L2P_kearney.py:534 > Train | Sample # 30784 | train_loss 1.2569 | train_acc 0.7604 | lr 0.019221 | running_time 6:04:44 | ETA 3:47:40
[INFO] L2P_kearney.py:534 > Train | Sample # 30792 | train_loss 0.8537 | train_acc 0.7969 | lr 0.019205 | running_time 6:04:46 | ETA 3:47:32
[INFO] L2P_kearney.py:534 > Train | Sample # 30800 | train_loss 1.1248 | train_acc 0.7917 | lr 0.019188 | running_time 6:04:48 | ETA 3:47:24
[INFO] L2P_kearney.py:544 > Test | Sample # 30800 | test_loss 0.9926 | test_acc 0.7747 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 30808 | train_loss 1.1785 | train_acc 0.7682 | lr 0.019172 | running_time 6:05:50 | ETA 3:47:54
[INFO] L2P_kearney.py:534 > Train | Sample # 30816 | train_loss 1.5812 | train_acc 0.6068 | lr 0.019155 | running_time 6:05:52 | ETA 3:47:46
[INFO] L2P_kearney.py:534 > Train | Sample # 30824 | train_loss 0.9958 | train_acc 0.7656 | lr 0.019138 | running_time 6:05:54 | ETA 3:47:38
[INFO] L2P_kearney.py:534 > Train | Sample # 30832 | train_loss 0.5623 | train_acc 0.8880 | lr 0.019122 | running_time 6:05:56 | ETA 3:47:30
[INFO] L2P_kearney.py:534 > Train | Sample # 30840 | train_loss 0.9069 | train_acc 0.8438 | lr 0.019105 | running_time 6:05:58 | ETA 3:47:22
[INFO] L2P_kearney.py:534 > Train | Sample # 30848 | train_loss 0.9251 | train_acc 0.8411 | lr 0.019089 | running_time 6:06:00 | ETA 3:47:13
[INFO] L2P_kearney.py:534 > Train | Sample # 30856 | train_loss 1.1116 | train_acc 0.7682 | lr 0.019072 | running_time 6:06:01 | ETA 3:47:05
[INFO] L2P_kearney.py:534 > Train | Sample # 30864 | train_loss 0.9916 | train_acc 0.8464 | lr 0.019055 | running_time 6:06:03 | ETA 3:46:57
[INFO] L2P_kearney.py:534 > Train | Sample # 30872 | train_loss 0.8630 | train_acc 0.8385 | lr 0.019039 | running_time 6:06:05 | ETA 3:46:49
[INFO] L2P_kearney.py:534 > Train | Sample # 30880 | train_loss 1.0751 | train_acc 0.8021 | lr 0.019022 | running_time 6:06:07 | ETA 3:46:41
[INFO] L2P_kearney.py:534 > Train | Sample # 30888 | train_loss 0.8268 | train_acc 0.8333 | lr 0.019006 | running_time 6:06:09 | ETA 3:46:33
[INFO] L2P_kearney.py:534 > Train | Sample # 30896 | train_loss 0.9832 | train_acc 0.7995 | lr 0.018989 | running_time 6:06:10 | ETA 3:46:25
[INFO] L2P_kearney.py:544 > Test | Sample # 30900 | test_loss 1.0214 | test_acc 0.7649 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 30904 | train_loss 1.2159 | train_acc 0.7630 | lr 0.018972 | running_time 6:07:13 | ETA 3:46:54
[INFO] L2P_kearney.py:534 > Train | Sample # 30912 | train_loss 0.7072 | train_acc 0.8411 | lr 0.018956 | running_time 6:07:15 | ETA 3:46:46
[INFO] L2P_kearney.py:534 > Train | Sample # 30920 | train_loss 0.7298 | train_acc 0.8620 | lr 0.018939 | running_time 6:07:17 | ETA 3:46:38
[INFO] L2P_kearney.py:534 > Train | Sample # 30928 | train_loss 0.9712 | train_acc 0.8255 | lr 0.018922 | running_time 6:07:18 | ETA 3:46:30
[INFO] L2P_kearney.py:534 > Train | Sample # 30936 | train_loss 0.7976 | train_acc 0.8490 | lr 0.018906 | running_time 6:07:20 | ETA 3:46:22
[INFO] L2P_kearney.py:534 > Train | Sample # 30944 | train_loss 1.2030 | train_acc 0.7370 | lr 0.018889 | running_time 6:07:22 | ETA 3:46:14
[INFO] L2P_kearney.py:534 > Train | Sample # 30952 | train_loss 1.0499 | train_acc 0.8099 | lr 0.018872 | running_time 6:07:24 | ETA 3:46:06
[INFO] L2P_kearney.py:534 > Train | Sample # 30960 | train_loss 1.3059 | train_acc 0.7188 | lr 0.018856 | running_time 6:07:26 | ETA 3:45:58
[INFO] L2P_kearney.py:534 > Train | Sample # 30968 | train_loss 0.9719 | train_acc 0.8021 | lr 0.018839 | running_time 6:07:27 | ETA 3:45:49
[INFO] L2P_kearney.py:534 > Train | Sample # 30976 | train_loss 0.8194 | train_acc 0.8255 | lr 0.018822 | running_time 6:07:29 | ETA 3:45:41
[INFO] L2P_kearney.py:534 > Train | Sample # 30984 | train_loss 0.9938 | train_acc 0.8229 | lr 0.018806 | running_time 6:07:31 | ETA 3:45:33
[INFO] L2P_kearney.py:534 > Train | Sample # 30992 | train_loss 1.1305 | train_acc 0.7812 | lr 0.018789 | running_time 6:07:33 | ETA 3:45:25
[INFO] L2P_kearney.py:534 > Train | Sample # 31000 | train_loss 0.9905 | train_acc 0.8021 | lr 0.018772 | running_time 6:07:35 | ETA 3:45:17
[INFO] L2P_kearney.py:544 > Test | Sample # 31000 | test_loss 1.1369 | test_acc 0.7452 | 
[INFO] L2P_kearney.py:534 > Train | Sample # 31008 | train_loss 0.9948 | train_acc 0.8333 | lr 0.018755 | running_time 6:08:37 | ETA 3:45:46
[INFO] L2P_kearney.py:534 > Train | Sample # 31016 | train_loss 1.2205 | train_acc 0.7786 | lr 0.018739 | running_time 6:08:39 | ETA 3:45:38
[INFO] L2P_kearney.py:534 > Train | Sample # 31024 | train_loss 1.0337 | train_acc 0.7917 | lr 0.018722 | running_time 6:08:41 | ETA 3:45:30
[INFO] L2P_kearney.py:534 > Train | Sample # 31032 | train_loss 0.9090 | train_acc 0.8073 | lr 0.018705 | running_time 6:08:43 | ETA 3:45:22
